Sale Key,City Key,Customer Key,Bill To Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key
10941,3369,0,0,2,2/25/2014,2/26/2014,19,21702,Void fill 300 L bag (White) 300L,Each,70,37.5,15,2625,393.75,1365,3018.75,70,0,11
10942,3369,0,0,57,2/25/2014,2/26/2014,19,21702,32 mm Double sided bubble wrap 20m,Each,90,37,15,3330,499.5,2070,3829.5,90,0,11
10943,126,0,0,36,2/25/2014,2/26/2014,19,21726,Shipping carton (Brown) 305x305x305mm,Each,125,3.5,15,437.5,65.63,200,503.13,125,0,11
10944,126,0,0,46,2/25/2014,2/26/2014,19,21726,Bubblewrap dispenser (Black) 1.5m,Each,4,240,15,960,144,520,1104,4,0,11
10945,1871,0,0,5,2/26/2014,2/27/2014,19,21788,Air cushion machine (Blue),Each,7,1899,15,13293,1993.95,5313,15286.95,7,0,11
10946,1871,0,0,153,3/10/2014,3/11/2014,19,22423,Ride on toy sedan car (Black) 1/12 scale,Each,10,230,15,2300,345,850,2645,10,0,11
10947,1871,0,0,52,3/10/2014,3/11/2014,19,22423,20 mm Anti static bubble wrap (Blue) 10m,Each,30,29,15,870,130.5,510,1000.5,30,0,11
10948,1871,0,0,116,3/10/2014,3/11/2014,19,22461,Alien officer hoodie (Black) 3XL,Each,6,35,15,210,31.5,108,241.5,6,0,11
10949,1341,0,0,45,3/14/2014,3/15/2014,19,22720,Bubblewrap dispenser (Blue) 1.5m,Each,5,240,15,1200,180,650,1380,5,0,11
10950,1341,0,0,109,3/14/2014,3/15/2014,19,22720,Superhero action jacket (Blue) M,Each,9,30,15,270,40.5,72,310.5,9,0,11
10951,126,0,0,42,3/17/2014,3/18/2014,19,22765,Shipping carton (Brown) 500x310x310mm,Each,250,2.55,15,637.5,95.63,362.5,733.13,250,0,11
10952,126,0,0,64,3/17/2014,3/18/2014,19,22765,10 mm Double sided bubble wrap 10m,Each,80,15,15,1200,180,600,1380,80,0,11
10953,28,0,0,38,3/18/2014,3/19/2014,19,22848,Shipping carton (Brown) 457x279x279mm,Each,250,1.28,15,320,48,170,368,250,0,11
10954,3104,0,0,63,3/20/2014,3/21/2014,19,22930,10 mm Double sided bubble wrap 20m,Each,60,30,15,1800,270,960,2070,60,0,11
10955,3104,0,0,149,3/20/2014,3/21/2014,19,22930,Ride on toy sedan car (Yellow) 1/12 scale,Each,8,230,15,1840,276,680,2116,8,0,11
10956,3104,0,0,106,3/20/2014,3/21/2014,19,22930,Superhero action jacket (Blue) XXL,Each,2,30,15,60,9,16,69,2,0,11
10957,859,0,0,2,3/24/2014,3/25/2014,19,23094,Void fill 300 L bag (White) 300L,Each,20,37.5,15,750,112.5,390,862.5,20,0,11
10958,859,0,0,29,3/24/2014,3/25/2014,19,23094,Black and orange fragile despatch tape 48mmx75m,Each,324,3.7,15,1198.8,179.82,615.6,1378.62,324,0,11
10959,3242,0,0,52,3/28/2014,3/29/2014,19,23387,20 mm Anti static bubble wrap (Blue) 10m,Each,60,29,15,1740,261,1020,2001,60,0,11
10960,3242,0,0,148,4/4/2014,4/5/2014,19,23777,Ride on toy sedan car (Pink) 1/12 scale,Each,7,230,15,1610,241.5,595,1851.5,7,0,11
10961,3242,0,0,55,4/4/2014,4/5/2014,19,23777,10 mm Anti static bubble wrap (Blue) 10m,Each,40,26,15,1040,156,360,1196,40,0,11
10962,464,0,0,1,4/14/2014,4/15/2014,19,24223,Void fill 400 L bag (White) 400L,Each,40,50,15,2000,300,960,2300,40,0,11
10963,464,0,0,53,4/14/2014,4/15/2014,19,24223,10 mm Anti static bubble wrap (Blue) 50m,Each,10,99,15,990,148.5,540,1138.5,10,0,11
10964,2465,0,0,50,4/21/2014,4/22/2014,19,24572,20 mm Anti static bubble wrap (Blue) 50m,Each,80,102,15,8160,1224,3760,9384,80,0,11
10965,2465,0,0,66,4/21/2014,4/22/2014,19,24572,Medium sized bubblewrap roll 20m,Each,40,20,15,800,120,400,920,40,0,11
10966,2080,0,0,48,5/7/2014,5/8/2014,19,25547,32 mm Anti static bubble wrap (Blue) 20m,Each,50,48,15,2400,360,1250,2760,50,0,11
10967,3381,0,0,6,5/23/2014,5/24/2014,19,26512,Air cushion film 200mmx200mm 325m,Each,10,90,15,900,135,360,1035,10,0,11
10968,3166,0,0,1,5/30/2014,5/31/2014,19,26946,Void fill 400 L bag (White) 400L,Each,90,50,15,4500,675,2160,5175,90,0,11
10969,3166,0,0,42,5/30/2014,5/31/2014,19,26946,Shipping carton (Brown) 500x310x310mm,Each,25,2.55,15,63.75,9.56,36.25,73.31,25,0,11
10970,2094,0,0,54,6/2/2014,6/3/2014,19,27059,10 mm Anti static bubble wrap (Blue) 20m,Each,70,42,15,2940,441,1330,3381,70,0,11
10971,2080,0,0,32,6/12/2014,6/13/2014,19,27763,3 kg Courier post bag (White) 300x190x95mm,Each,125,0.66,15,82.5,12.38,37.5,94.88,125,0,11
10972,3242,0,0,34,6/30/2014,7/1/2014,19,28775,Shipping carton (Brown) 457x457x457mm,Each,200,2.1,15,420,63,200,483,200,0,11
10973,3242,0,0,108,6/30/2014,7/1/2014,19,28775,Superhero action jacket (Blue) L,Each,1,30,15,30,4.5,8,34.5,1,0,11
10974,1871,0,0,20,7/3/2014,7/4/2014,19,28907,Black and yellow heavy despatch tape 48mmx100m,Each,168,4.1,15,688.8,103.32,285.6,792.12,168,0,11
10975,1871,0,0,50,7/3/2014,7/4/2014,19,28907,20 mm Anti static bubble wrap (Blue) 50m,Each,80,102,15,8160,1224,3760,9384,80,0,11
10976,1871,0,0,11,7/3/2014,7/4/2014,19,28907,Packing knife with metal insert blade (Yellow) 9mm,Each,10,1.89,15,18.9,2.84,9.9,21.74,10,0,11
10977,1198,0,0,14,7/4/2014,7/5/2014,19,29069,Permanent marker black 5mm nib (Black) 5mm,Each,36,2.7,15,97.2,14.58,36,111.78,36,0,11
10978,464,0,0,20,7/10/2014,7/11/2014,19,29399,Black and yellow heavy despatch tape 48mmx100m,Each,48,4.1,15,196.8,29.52,81.6,226.32,48,0,11
10979,2995,0,0,57,7/16/2014,7/17/2014,19,29804,32 mm Double sided bubble wrap 20m,Each,50,37,15,1850,277.5,1150,2127.5,50,0,11
10980,2094,0,0,150,7/16/2014,7/17/2014,19,29817,Ride on toy sedan car (Green) 1/12 scale,Each,9,230,15,2070,310.5,765,2380.5,9,0,11
10981,2094,0,0,104,7/16/2014,7/17/2014,19,29817,Superhero action jacket (Blue) 4XL,Each,4,34,15,136,20.4,40,156.4,4,0,11
10982,2094,0,0,9,7/16/2014,7/17/2014,19,29817,Small 9mm replacement blades 9mm,Each,10,4.1,15,41,6.15,15,47.15,10,0,11
10983,859,0,0,52,7/25/2014,7/26/2014,19,30380,20 mm Anti static bubble wrap (Blue) 10m,Each,80,29,15,2320,348,1360,2668,80,0,11
10984,3155,0,0,37,7/28/2014,7/29/2014,19,30471,Shipping carton (Brown) 480x270x320mm,Each,25,2.74,15,68.5,10.28,38.5,78.78,25,0,11
10985,3155,0,0,43,7/28/2014,7/29/2014,19,30471,Shipping carton (Brown) 413x285x187mm,Each,75,1.05,15,78.75,11.81,37.5,90.56,75,0,11
10986,3104,0,0,107,7/31/2014,8/1/2014,19,30700,Superhero action jacket (Blue) XL,Each,8,30,15,240,36,64,276,8,0,11
10987,2094,0,0,62,8/11/2014,8/12/2014,19,31228,10 mm Double sided bubble wrap 50m,Each,90,105,15,9450,1417.5,4410,10867.5,90,0,11
10988,3166,0,0,31,9/5/2014,9/6/2014,19,32560,Clear packaging tape 48mmx75m,Each,130,2.9,15,377,56.55,156,433.55,130,0,11
10989,2995,0,0,40,9/11/2014,9/12/2014,19,32844,Shipping carton (Brown) 279x254x217mm,Each,225,1.11,15,249.75,37.46,114.75,287.21,225,0,11
10990,3381,0,0,114,9/13/2014,9/14/2014,19,32966,Alien officer hoodie (Black) 5XL,Each,3,35,15,105,15.75,54,120.75,3,0,11
10991,3369,0,0,50,9/13/2014,9/14/2014,19,32985,20 mm Anti static bubble wrap (Blue) 50m,Each,40,102,15,4080,612,1880,4692,40,0,11
10992,3369,0,0,149,9/13/2014,9/14/2014,19,32985,Ride on toy sedan car (Yellow) 1/12 scale,Each,5,230,15,1150,172.5,425,1322.5,5,0,11
10993,126,0,0,18,9/22/2014,9/23/2014,19,33353,Red and white urgent  heavy despatch tape  48mmx100m,Each,192,4.1,15,787.2,118.08,393.6,905.28,192,0,11
10994,256,0,0,40,9/23/2014,9/24/2014,19,33405,Shipping carton (Brown) 279x254x217mm,Each,225,1.11,15,249.75,37.46,114.75,287.21,225,0,11
10995,3369,0,0,29,10/1/2014,10/2/2014,19,33878,Black and orange fragile despatch tape 48mmx75m,Each,252,3.7,15,932.4,139.86,478.8,1072.26,252,0,11
10996,2465,0,0,205,2/3/2014,2/4/2014,1,20520,USB food flash drive - dessert 10 drive variety pack,Packet,10,240,15,2400,360,1515,2760,10,0,11
10997,3380,0,0,205,3/21/2014,3/22/2014,81,22999,USB food flash drive - dessert 10 drive variety pack,Packet,9,240,15,2160,324,1363.5,2484,9,0,11
10998,3104,0,0,205,4/7/2014,4/8/2014,1,23837,USB food flash drive - dessert 10 drive variety pack,Packet,4,240,15,960,144,606,1104,4,0,11
10999,3380,0,0,205,4/30/2014,5/1/2014,81,25133,USB food flash drive - dessert 10 drive variety pack,Packet,10,240,15,2400,360,1515,2760,10,0,11
11000,464,0,0,205,5/9/2014,5/10/2014,106,25729,USB food flash drive - dessert 10 drive variety pack,Packet,3,240,15,720,108,454.5,828,3,0,11
11001,3381,0,0,205,6/23/2014,6/24/2014,90,28306,USB food flash drive - dessert 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
11002,464,0,0,205,7/10/2014,7/11/2014,19,29399,USB food flash drive - dessert 10 drive variety pack,Packet,9,240,15,2160,324,1363.5,2484,9,0,11
11003,292,0,0,205,9/8/2014,9/9/2014,119,32654,USB food flash drive - dessert 10 drive variety pack,Packet,6,240,15,1440,216,909,1656,6,0,11
11004,3380,0,0,205,9/20/2014,9/21/2014,93,33266,USB food flash drive - dessert 10 drive variety pack,Packet,6,240,15,1440,216,909,1656,6,0,11
11005,1398,0,0,212,1/30/2014,1/31/2014,93,20372,USB food flash drive - dim sum 10 drive variety pack,Packet,10,240,15,2400,360,1515,2760,10,0,11
11006,127,0,0,212,1/31/2014,2/1/2014,90,20441,USB food flash drive - dim sum 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
11007,3381,0,0,212,3/14/2014,3/15/2014,94,22684,USB food flash drive - dim sum 10 drive variety pack,Packet,5,240,15,1200,180,757.5,1380,5,0,11
11008,859,0,0,212,5/5/2014,5/6/2014,106,25421,USB food flash drive - dim sum 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
11009,464,0,0,212,5/26/2014,5/27/2014,1,26606,USB food flash drive - dim sum 10 drive variety pack,Packet,4,240,15,960,144,606,1104,4,0,11
11010,859,0,0,212,6/19/2014,6/20/2014,106,28155,USB food flash drive - dim sum 10 drive variety pack,Packet,6,240,15,1440,216,909,1656,6,0,11
11011,3242,0,0,212,6/25/2014,6/26/2014,116,28521,USB food flash drive - dim sum 10 drive variety pack,Packet,2,240,15,480,72,303,552,2,0,11
11012,3104,0,0,212,7/31/2014,8/1/2014,19,30700,USB food flash drive - dim sum 10 drive variety pack,Packet,8,240,15,1920,288,1212,2208,8,0,11
11013,3155,0,0,212,8/11/2014,8/12/2014,4,31221,USB food flash drive - dim sum 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
11014,2465,0,0,212,9/23/2014,9/24/2014,9,33408,USB food flash drive - dim sum 10 drive variety pack,Packet,9,240,15,2160,324,1363.5,2484,9,0,11
11015,126,0,0,70,1/14/2014,1/15/2014,19,19439,Pack of 12 action figures (variety),Packet,3,16,15,48,7.2,31.5,55.2,3,0,11
11016,28,0,0,70,2/20/2014,2/21/2014,101,21483,Pack of 12 action figures (variety),Packet,5,16,15,80,12,52.5,92,5,0,11
11017,1198,0,0,70,2/22/2014,2/23/2014,19,21632,Pack of 12 action figures (variety),Packet,6,16,15,96,14.4,63,110.4,6,0,11
11018,1055,0,0,70,4/29/2014,4/30/2014,107,25056,Pack of 12 action figures (variety),Packet,10,16,15,160,24,105,184,10,0,11
11019,464,0,0,70,5/9/2014,5/10/2014,106,25729,Pack of 12 action figures (variety),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
11020,28,0,0,70,5/27/2014,5/28/2014,115,26676,Pack of 12 action figures (variety),Packet,10,16,15,160,24,105,184,10,0,11
11021,3369,0,0,70,9/8/2014,9/9/2014,105,32645,Pack of 12 action figures (variety),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
11022,2465,0,0,69,1/8/2014,1/9/2014,19,19174,Pack of 12 action figures (male),Packet,2,16,15,32,4.8,21,36.8,2,0,11
11023,2261,0,0,69,1/13/2014,1/14/2014,4,19417,Pack of 12 action figures (male),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
11024,126,0,0,69,1/16/2014,1/17/2014,94,19640,Pack of 12 action figures (male),Packet,9,16,15,144,21.6,94.5,165.6,9,0,11
11025,3380,0,0,69,3/8/2014,3/9/2014,90,22380,Pack of 12 action figures (male),Packet,5,16,15,80,12,52.5,92,5,0,11
11026,28,0,0,69,3/17/2014,3/18/2014,97,22767,Pack of 12 action figures (male),Packet,1,16,15,16,2.4,10.5,18.4,1,0,11
11027,126,0,0,69,6/13/2014,6/14/2014,106,27784,Pack of 12 action figures (male),Packet,3,16,15,48,7.2,31.5,55.2,3,0,11
11028,3242,0,0,69,6/25/2014,6/26/2014,116,28521,Pack of 12 action figures (male),Packet,10,16,15,160,24,105,184,10,0,11
11029,3369,0,0,69,7/19/2014,7/20/2014,93,29968,Pack of 12 action figures (male),Packet,9,16,15,144,21.6,94.5,165.6,9,0,11
11030,2080,0,0,69,8/7/2014,8/8/2014,93,31020,Pack of 12 action figures (male),Packet,9,16,15,144,21.6,94.5,165.6,9,0,11
11031,292,0,0,69,8/21/2014,8/22/2014,116,31815,Pack of 12 action figures (male),Packet,9,16,15,144,21.6,94.5,165.6,9,0,11
11032,1398,0,0,68,1/3/2014,1/4/2014,101,18933,Pack of 12 action figures (female),Packet,3,16,15,48,7.2,31.5,55.2,3,0,11
11033,464,0,0,68,1/10/2014,1/11/2014,1,19258,Pack of 12 action figures (female),Packet,10,16,15,160,24,105,184,10,0,11
11034,3155,0,0,68,3/13/2014,3/14/2014,94,22622,Pack of 12 action figures (female),Packet,5,16,15,80,12,52.5,92,5,0,11
11035,2587,0,0,68,3/31/2014,4/1/2014,90,23475,Pack of 12 action figures (female),Packet,2,16,15,32,4.8,21,36.8,2,0,11
11036,2587,0,0,68,4/11/2014,4/12/2014,90,24061,Pack of 12 action figures (female),Packet,2,16,15,32,4.8,21,36.8,2,0,11
11037,1871,0,0,68,4/18/2014,4/19/2014,93,24517,Pack of 12 action figures (female),Packet,8,16,15,128,19.2,84,147.2,8,0,11
11038,3242,0,0,68,4/23/2014,4/24/2014,1,24766,Pack of 12 action figures (female),Packet,6,16,15,96,14.4,63,110.4,6,0,11
11039,1055,0,0,68,4/29/2014,4/30/2014,107,25056,Pack of 12 action figures (female),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
11040,2080,0,0,68,5/20/2014,5/21/2014,106,26357,Pack of 12 action figures (female),Packet,4,16,15,64,9.6,42,73.6,4,0,11
11041,1871,0,0,68,7/3/2014,7/4/2014,19,28907,Pack of 12 action figures (female),Packet,1,16,15,16,2.4,10.5,18.4,1,0,11
11042,2080,0,0,68,7/23/2014,7/24/2014,1,30191,Pack of 12 action figures (female),Packet,10,16,15,160,24,105,184,10,0,11
11043,2465,0,0,68,8/14/2014,8/15/2014,90,31432,Pack of 12 action figures (female),Packet,10,16,15,160,24,105,184,10,0,11
11044,859,0,0,68,8/18/2014,8/19/2014,93,31629,Pack of 12 action figures (female),Packet,2,16,15,32,4.8,21,36.8,2,0,11
11045,1398,0,0,68,8/25/2014,8/26/2014,93,31987,Pack of 12 action figures (female),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
11046,2587,0,0,68,9/25/2014,9/26/2014,4,33521,Pack of 12 action figures (female),Packet,6,16,15,96,14.4,63,110.4,6,0,11
11047,1341,0,0,81,1/15/2014,1/16/2014,9,19480,Furry animal socks (Pink) M,Pair,12,5,15,60,9,42,69,12,0,11
11048,1055,0,0,81,2/13/2014,2/14/2014,90,21192,Furry animal socks (Pink) M,Pair,72,5,15,360,54,252,414,72,0,11
11049,292,0,0,81,2/25/2014,2/26/2014,101,21750,Furry animal socks (Pink) M,Pair,48,5,15,240,36,168,276,48,0,11
11050,3242,0,0,81,4/4/2014,4/5/2014,19,23777,Furry animal socks (Pink) M,Pair,24,5,15,120,18,84,138,24,0,11
11051,127,0,0,81,4/14/2014,4/15/2014,90,24218,Furry animal socks (Pink) M,Pair,84,5,15,420,63,294,483,84,0,11
11052,2465,0,0,81,7/2/2014,7/3/2014,1,28852,Furry animal socks (Pink) M,Pair,96,5,15,480,72,336,552,96,0,11
11053,1198,0,0,81,7/4/2014,7/5/2014,19,29069,Furry animal socks (Pink) M,Pair,36,5,15,180,27,126,207,36,0,11
11054,464,0,0,81,7/10/2014,7/11/2014,19,29399,Furry animal socks (Pink) M,Pair,108,5,15,540,81,378,621,108,0,11
11055,3369,0,0,81,7/16/2014,7/17/2014,93,29770,Furry animal socks (Pink) M,Pair,48,5,15,240,36,168,276,48,0,11
11056,3380,0,0,81,8/29/2014,8/30/2014,9,32232,Furry animal socks (Pink) M,Pair,96,5,15,480,72,336,552,96,0,11
11057,3369,0,0,81,9/8/2014,9/9/2014,105,32645,Furry animal socks (Pink) M,Pair,60,5,15,300,45,210,345,60,0,11
11058,3369,0,0,81,9/12/2014,9/13/2014,90,32910,Furry animal socks (Pink) M,Pair,12,5,15,60,9,42,69,12,0,11
11059,3104,0,0,81,10/1/2014,10/2/2014,105,33881,Furry animal socks (Pink) M,Pair,120,5,15,600,90,420,690,120,0,11
11060,260,0,0,79,1/4/2014,1/5/2014,9,19022,Furry animal socks (Pink) XL,Pair,24,5,15,120,18,84,138,24,0,11
11061,3155,0,0,79,3/6/2014,3/7/2014,9,22261,Furry animal socks (Pink) XL,Pair,72,5,15,360,54,252,414,72,0,11
11062,3380,0,0,79,3/10/2014,3/11/2014,9,22389,Furry animal socks (Pink) XL,Pair,24,5,15,120,18,84,138,24,0,11
11063,2094,0,0,79,3/18/2014,3/19/2014,97,22821,Furry animal socks (Pink) XL,Pair,120,5,15,600,90,420,690,120,0,11
11064,28,0,0,79,3/31/2014,4/1/2014,90,23481,Furry animal socks (Pink) XL,Pair,12,5,15,60,9,42,69,12,0,11
11065,2587,0,0,79,6/19/2014,6/20/2014,93,28106,Furry animal socks (Pink) XL,Pair,120,5,15,600,90,420,690,120,0,11
11066,292,0,0,79,7/16/2014,7/17/2014,90,29739,Furry animal socks (Pink) XL,Pair,60,5,15,300,45,210,345,60,0,11
11067,2995,0,0,79,7/16/2014,7/17/2014,19,29804,Furry animal socks (Pink) XL,Pair,108,5,15,540,81,378,621,108,0,11
11068,464,0,0,79,8/21/2014,8/22/2014,105,31833,Furry animal socks (Pink) XL,Pair,96,5,15,480,72,336,552,96,0,11
11069,2261,0,0,79,9/2/2014,9/3/2014,116,32390,Furry animal socks (Pink) XL,Pair,120,5,15,600,90,420,690,120,0,11
11070,1198,0,0,82,2/12/2014,2/13/2014,9,21035,Furry animal socks (Pink) S,Pair,60,5,15,300,45,210,345,60,0,11
11071,3155,0,0,82,2/28/2014,3/1/2014,101,21931,Furry animal socks (Pink) S,Pair,108,5,15,540,81,378,621,108,0,11
11072,3104,0,0,82,3/27/2014,3/28/2014,90,23269,Furry animal socks (Pink) S,Pair,72,5,15,360,54,252,414,72,0,11
11073,3380,0,0,82,4/30/2014,5/1/2014,81,25133,Furry animal socks (Pink) S,Pair,84,5,15,420,63,294,483,84,0,11
11074,2587,0,0,82,5/19/2014,5/20/2014,4,26232,Furry animal socks (Pink) S,Pair,120,5,15,600,90,420,690,120,0,11
11075,1198,0,0,82,6/27/2014,6/28/2014,118,28686,Furry animal socks (Pink) S,Pair,24,5,15,120,18,84,138,24,0,11
11076,3242,0,0,82,8/15/2014,8/16/2014,90,31510,Furry animal socks (Pink) S,Pair,12,5,15,60,9,42,69,12,0,11
11077,3104,0,0,82,9/1/2014,9/2/2014,105,32291,Furry animal socks (Pink) S,Pair,96,5,15,480,72,336,552,96,0,11
11078,2995,0,0,80,1/17/2014,1/18/2014,101,19653,Furry animal socks (Pink) L,Pair,36,5,15,180,27,126,207,36,0,11
11079,3369,0,0,80,4/16/2014,4/17/2014,97,24311,Furry animal socks (Pink) L,Pair,108,5,15,540,81,378,621,108,0,11
11080,2080,0,0,80,4/23/2014,4/24/2014,107,24707,Furry animal socks (Pink) L,Pair,108,5,15,540,81,378,621,108,0,11
11081,2261,0,0,80,4/24/2014,4/25/2014,90,24824,Furry animal socks (Pink) L,Pair,48,5,15,240,36,168,276,48,0,11
11082,3380,0,0,80,6/3/2014,6/4/2014,93,27096,Furry animal socks (Pink) L,Pair,24,5,15,120,18,84,138,24,0,11
11083,3155,0,0,80,7/4/2014,7/5/2014,105,29074,Furry animal socks (Pink) L,Pair,96,5,15,480,72,336,552,96,0,11
11084,1055,0,0,80,7/22/2014,7/23/2014,119,30113,Furry animal socks (Pink) L,Pair,96,5,15,480,72,336,552,96,0,11
11085,1871,0,0,80,8/13/2014,8/14/2014,116,31392,Furry animal socks (Pink) L,Pair,60,5,15,300,45,210,345,60,0,11
11086,1038,131,1,205,1/2/2014,1/3/2014,93,18883,USB food flash drive - dessert 10 drive variety pack,Packet,6,240,15,1440,216,909,1656,6,0,11
11087,2552,20,1,205,1/9/2014,1/10/2014,90,19228,USB food flash drive - dessert 10 drive variety pack,Packet,9,240,15,2160,324,1363.5,2484,9,0,11
11088,3067,48,1,205,1/16/2014,1/17/2014,4,19578,USB food flash drive - dessert 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
11089,1590,47,1,205,4/18/2014,4/19/2014,81,24467,USB food flash drive - dessert 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
11090,157,25,1,205,5/8/2014,5/9/2014,93,25617,USB food flash drive - dessert 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
11091,157,25,1,205,5/15/2014,5/16/2014,107,26042,USB food flash drive - dessert 10 drive variety pack,Packet,3,240,15,720,108,454.5,828,3,0,11
11092,1083,107,1,205,6/18/2014,6/19/2014,105,28080,USB food flash drive - dessert 10 drive variety pack,Packet,8,240,15,1920,288,1212,2208,8,0,11
11093,2367,186,1,205,7/12/2014,7/13/2014,105,29501,USB food flash drive - dessert 10 drive variety pack,Packet,2,240,15,480,72,303,552,2,0,11
11094,2883,63,1,205,7/14/2014,7/15/2014,116,29562,USB food flash drive - dessert 10 drive variety pack,Packet,10,240,15,2400,360,1515,2760,10,0,11
11095,1496,142,1,205,8/12/2014,8/13/2014,119,31278,USB food flash drive - dessert 10 drive variety pack,Packet,8,240,15,1920,288,1212,2208,8,0,11
11096,1496,142,1,205,8/20/2014,8/21/2014,4,31719,USB food flash drive - dessert 10 drive variety pack,Packet,9,240,15,2160,324,1363.5,2484,9,0,11
11097,3133,43,1,205,9/2/2014,9/3/2014,118,32392,USB food flash drive - dessert 10 drive variety pack,Packet,5,240,15,1200,180,757.5,1380,5,0,11
11098,862,98,1,205,9/6/2014,9/7/2014,19,32597,USB food flash drive - dessert 10 drive variety pack,Packet,9,240,15,2160,324,1363.5,2484,9,0,11
11099,157,25,1,205,9/10/2014,9/11/2014,119,32815,USB food flash drive - dessert 10 drive variety pack,Packet,3,240,15,720,108,454.5,828,3,0,11
11100,2620,249,202,205,3/11/2014,3/12/2014,101,22488,USB food flash drive - dessert 10 drive variety pack,Packet,9,240,15,2160,324,1363.5,2484,9,0,11
11101,2219,210,202,205,4/8/2014,4/9/2014,4,23875,USB food flash drive - dessert 10 drive variety pack,Packet,9,240,15,2160,324,1363.5,2484,9,0,11
11102,1442,399,202,205,5/9/2014,5/10/2014,107,25753,USB food flash drive - dessert 10 drive variety pack,Packet,10,240,15,2400,360,1515,2760,10,0,11
11103,1585,253,202,205,6/5/2014,6/6/2014,90,27318,USB food flash drive - dessert 10 drive variety pack,Packet,1,240,15,240,36,151.5,276,1,0,11
11104,2526,272,202,205,6/14/2014,6/15/2014,106,27900,USB food flash drive - dessert 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
11105,1442,399,202,212,1/22/2014,1/23/2014,93,19945,USB food flash drive - dim sum 10 drive variety pack,Packet,4,240,15,960,144,606,1104,4,0,11
11106,1220,398,202,212,3/17/2014,3/18/2014,9,22773,USB food flash drive - dim sum 10 drive variety pack,Packet,8,240,15,1920,288,1212,2208,8,0,11
11107,2536,375,202,212,9/15/2014,9/16/2014,93,33015,USB food flash drive - dim sum 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
11108,3234,281,202,212,9/29/2014,9/30/2014,9,33804,USB food flash drive - dim sum 10 drive variety pack,Packet,6,240,15,1440,216,909,1656,6,0,11
11109,28,338,202,212,9/30/2014,10/1/2014,105,33843,USB food flash drive - dim sum 10 drive variety pack,Packet,3,240,15,720,108,454.5,828,3,0,11
11110,3067,48,1,212,1/4/2014,1/5/2014,1,19026,USB food flash drive - dim sum 10 drive variety pack,Packet,3,240,15,720,108,454.5,828,3,0,11
11111,1601,31,1,212,1/29/2014,1/30/2014,9,20269,USB food flash drive - dim sum 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
11112,1764,69,1,212,3/18/2014,3/19/2014,1,22850,USB food flash drive - dim sum 10 drive variety pack,Packet,9,240,15,2160,324,1363.5,2484,9,0,11
11113,2046,163,1,212,4/22/2014,4/23/2014,1,24638,USB food flash drive - dim sum 10 drive variety pack,Packet,9,240,15,2160,324,1363.5,2484,9,0,11
11114,1652,19,1,212,5/21/2014,5/22/2014,4,26410,USB food flash drive - dim sum 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
11115,1764,69,1,212,5/26/2014,5/27/2014,90,26620,USB food flash drive - dim sum 10 drive variety pack,Packet,5,240,15,1200,180,757.5,1380,5,0,11
11116,1590,47,1,212,6/5/2014,6/6/2014,116,27302,USB food flash drive - dim sum 10 drive variety pack,Packet,5,240,15,1200,180,757.5,1380,5,0,11
11117,2386,127,1,212,6/24/2014,6/25/2014,116,28456,USB food flash drive - dim sum 10 drive variety pack,Packet,1,240,15,240,36,151.5,276,1,0,11
11118,1479,37,1,212,7/2/2014,7/3/2014,9,28866,USB food flash drive - dim sum 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
11119,2021,52,1,212,9/29/2014,9/30/2014,116,33796,USB food flash drive - dim sum 10 drive variety pack,Packet,3,240,15,720,108,454.5,828,3,0,11
11120,1036,30,1,212,9/30/2014,10/1/2014,90,33824,USB food flash drive - dim sum 10 drive variety pack,Packet,1,240,15,240,36,151.5,276,1,0,11
11121,2019,136,1,70,1/4/2014,1/5/2014,4,19030,Pack of 12 action figures (variety),Packet,5,16,15,80,12,52.5,92,5,0,11
11122,1791,176,1,70,3/11/2014,3/12/2014,9,22485,Pack of 12 action figures (variety),Packet,8,16,15,128,19.2,84,147.2,8,0,11
